Amount (copy),Number of Records,Aiddata Id,Amount,Donor,Recipient,Year
$0.0B,1,86720831,$0.0B,Japan,Thailand,01.01.1975
$0.2B,1,86721650,$0.2B,Japan,Korea,01.01.1976
$0.0B,1,86721689,$0.0B,Switzerland,Chile,01.01.1977
$0.0B,1,86721962,$0.0B,Switzerland,Brazil,01.01.1977
$0.0B,1,86722001,$0.0B,Netherlands,India,01.01.1977
$0.0B,1,86722079,$0.0B,Germany,Korea,01.01.1977
$0.0B,1,86724341,$0.0B,Japan,Thailand,01.01.1983
$0.0B,1,86724926,$0.0B,France,Colombia,01.01.1976
$0.0B,1,86725121,$0.0B,Canada,India,01.01.1975
$0.0B,1,86726369,$0.0B,Netherlands,India,01.01.1973
$0.0B,1,86727695,$0.0B,Switzerland,India,01.01.1984
$0.0B,1,86728085,$0.0B,Canada,Brazil,01.01.1984
$0.0B,1,86728436,$0.0B,United States,India,01.01.1984
$0.0B,1,86729216,$0.0B,Japan,Thailand,01.01.1984
$0.0B,1,86729255,$0.0B,Japan,Korea,01.01.1984
$0.0B,1,86729294,$0.0B,Japan,Saudi Arabia,01.01.1984
$0.0B,1,86730308,$0.0B,Italy,India,01.01.1985
$0.0B,1,86730386,$0.0B,Netherlands,India,01.01.1985
$0.0B,1,86730503,$0.0B,Netherlands,Thailand,01.01.1985
$0.0B,1,86731205,$0.0B,Canada,Brazil,01.01.1985
$0.0B,1,86731517,$0.0B,Canada,India,01.01.1985
$0.0B,1,86731595,$0.0B,Canada,Thailand,01.01.1985
$0.0B,1,86731634,$0.0B,Canada,Colombia,01.01.1985
$0.0B,1,86731712,$0.0B,Canada,Colombia,01.01.1985
$0.0B,1,86731751,$0.0B,United States,India,01.01.1985
$0.0B,1,86734910,$0.0B,Canada,Colombia,01.01.1986
$0.0B,1,86735105,$0.0B,Canada,Chile,01.01.1986
$0.0B,1,86735261,$0.0B,Canada,Colombia,01.01.1986
$0.0B,1,86736275,$0.0B,Japan,Thailand,01.01.1986
$0.0B,1,86737562,$0.0B,Netherlands,India,01.01.1987
$0.0B,1,86737679,$0.0B,Norway,India,01.01.1987
$0.0B,1,86738420,$0.0B,Canada,Chile,01.01.1987
$0.0B,1,86738498,$0.0B,Canada,India,01.01.1987
$0.0B,1,86739278,$0.0B,Japan,Thailand,01.01.1987
$0.0B,1,86740526,$0.0B,Italy,Brazil,01.01.1988
$0.0B,1,86740838,$0.0B,Netherlands,India,01.01.1988
$0.0B,1,86741150,$0.0B,Netherlands,India,01.01.1988
$0.0B,1,86741267,$0.0B,Sweden,Thailand,01.01.1988
$0.0B,1,86741424,$0.0B,Switzerland,India,01.01.1988
$0.0B,1,86743686,$0.0B,Netherlands,India,01.01.1989
$0.0B,1,86744115,$0.0B,Norway,India,01.01.1989
$0.0B,1,86744350,$0.0B,Sweden,South Africa,01.01.1989
$0.0B,1,86744389,$0.0B,Austria,Brazil,01.01.1991
$0.0B,1,86745365,$0.0B,United Kingdom,India,01.01.1989
$0.0B,1,86745443,$0.0B,Finland,Thailand,01.01.1989
$0.0B,1,86745833,$0.0B,Canada,India,01.01.1989
$0.0B,1,86745872,$0.0B,Canada,Chile,01.01.1989
$0.0B,1,86746379,$0.0B,United States,Thailand,01.01.1989
$0.0B,1,86746613,$0.0B,Japan,Chile,01.01.1989
$0.0B,1,86746730,$0.0B,Japan,Thailand,01.01.1989
$0.0B,1,86748602,$0.0B,United Kingdom,Brazil,01.01.1990
$0.0B,1,86749226,$0.0B,United States,Thailand,01.01.1990
$0.0B,1,86749616,$0.0B,United States,India,01.01.1990
$0.0B,1,86750162,$0.0B,Japan,Thailand,01.01.1990
$0.1B,1,86750357,$0.1B,Japan,India,01.01.1990
$0.0B,1,86751098,$0.0B,Austria,India,01.01.1991
$0.0B,1,86752112,$0.0B,Netherlands,Thailand,01.01.1991
$0.0B,1,86752190,$0.0B,Netherlands,India,01.01.1991
$0.0B,1,86753049,$0.0B,Switzerland,India,01.01.1991
$0.0B,1,86753244,$0.0B,United Kingdom,India,01.01.1991
$0.0B,1,86755974,$0.0B,Netherlands,Thailand,01.01.1992
$0.0B,1,86756052,$0.0B,Netherlands,India,01.01.1992
$0.0B,1,86756560,$0.0B,Sweden,India,01.01.1992
$0.0B,1,86756638,$0.0B,Sweden,South Africa,01.01.1992
$0.0B,1,86757498,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86757966,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86758824,$0.0B,United States,India,01.01.1992
$0.0B,1,86759565,$0.0B,Australia,India,01.01.1992
$0.0B,1,86760345,$0.0B,Netherlands,India,01.01.1993
$0.0B,1,86760657,$0.0B,Denmark,India,01.01.1993
$0.0B,1,86761168,$0.0B,Italy,Brazil,01.01.1993
$0.0B,1,86761285,$0.0B,Italy,India,01.01.1993
$0.0B,1,86761441,$0.0B,Italy,Chile,01.01.1993
$0.0B,1,86761519,$0.0B,Netherlands,Colombia,01.01.1993
$0.0B,1,86761675,$0.0B,Netherlands,India,01.01.1993
$0.0B,1,86762104,$0.0B,Netherlands,India,01.01.1993
$0.0B,1,86763081,$0.0B,Sweden,Romania,01.01.1989
$0.0B,1,86763198,$0.0B,Sweden,South Africa,01.01.1993
$0.0B,1,86764018,$0.0B,United States,Thailand,01.01.1993
$0.0B,1,86764721,$0.0B,Australia,Thailand,01.01.1993
$0.0B,1,86766944,$0.0B,Belgium,Brazil,01.01.1994
$0.0B,1,86767062,$0.0B,Denmark,India,01.01.1994
$0.0B,1,86767497,$0.0B,Denmark,United Arab Emirates,01.01.1994
$0.0B,1,86768087,$0.0B,Netherlands,Colombia,01.01.1994
$0.0B,1,86768516,$0.0B,Netherlands,India,01.01.1994
$0.0B,1,86769101,$0.0B,Norway,South Africa,01.01.1994
$0.0B,1,86769492,$0.0B,Norway,Thailand,01.01.1994
$0.0B,1,86769531,$0.0B,Norway,India,01.01.1994
$0.0B,1,86769769,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86769808,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86770081,$0.0B,Switzerland,India,01.01.1994
$0.0B,1,86770159,$0.0B,Switzerland,India,01.01.1994
$0.0B,1,86770355,$0.0B,Switzerland,Brazil,01.01.1994
$0.0B,1,86770785,$0.0B,United Kingdom,South Africa,01.01.1994
$0.0B,1,86771097,$0.0B,United Kingdom,Thailand,01.01.1994
$0.0B,1,86771216,$0.0B,Canada,India,01.01.1994
$0.0B,1,86771996,$0.0B,United States,Thailand,01.01.1994
$0.0B,1,86774575,$0.0B,Sweden,Poland,01.01.1989
$0.0B,1,86774614,$0.0B,Sweden,Poland,01.01.1989
$1.1B,1,86774653,$1.1B,Germany,Poland,01.01.1989
$0.0B,1,86774692,$0.0B,Sweden,Poland,01.01.1991
$0.0B,1,86774731,$0.0B,Japan,Hungary,01.01.1992
$0.0B,1,86774770,$0.0B,Sweden,Poland,01.01.1992
$0.0B,1,86774809,$0.0B,Sweden,Poland,01.01.1992
$0.0B,1,86774887,$0.0B,France,Romania,01.01.1993
$0.1B,1,86774926,$0.1B,Japan,Poland,01.01.1993
$0.0B,1,86774965,$0.0B,United Kingdom,Czech Republic,01.01.1993
$0.0B,1,86775043,$0.0B,Sweden,Latvia,01.01.1993
$0.0B,1,86775082,$0.0B,United Kingdom,Poland,01.01.1994
$0.0B,1,86775160,$0.0B,France,Hungary,01.01.1994
$0.0B,1,86775199,$0.0B,United Kingdom,Poland,01.01.1994
$0.0B,1,86775316,$0.0B,France,Hungary,01.01.1994
$0.0B,1,86775355,$0.0B,Sweden,Latvia,01.01.1994
$0.0B,1,86775589,$0.0B,Canada,Colombia,01.01.1986
$0.0B,1,86775706,$0.0B,Canada,Thailand,01.01.1986
$0.0B,1,86776957,$0.0B,Italy,Colombia,01.01.1993
$0.1B,1,86777074,$0.1B,United Kingdom,India,01.01.1983
$0.0B,1,86777425,$0.0B,Netherlands,Chile,01.01.1993
$0.0B,1,86777893,$0.0B,Germany,India,01.01.1973
$0.0B,1,86777932,$0.0B,Germany,Korea,01.01.1978
$0.0B,1,86778010,$0.0B,Germany,India,01.01.1980
$0.0B,1,86778869,$0.0B,Sweden,South Africa,01.01.1990
$0.0B,1,86779300,$0.0B,Sweden,South Africa,01.01.1991
$0.0B,1,86781605,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86782232,$0.0B,Canada,Chile,01.01.1994
$0.1B,1,86782505,$0.1B,Japan,Thailand,01.01.1979
$0.0B,1,86782895,$0.0B,United States,Thailand,01.01.1984
$0.0B,1,86783207,$0.0B,United Kingdom,India,01.01.1989
$0.0B,1,86785900,$0.0B,United Kingdom,India,01.01.1993
$0.0B,1,86786134,$0.0B,United Kingdom,Cyprus,01.01.1993
$0.0B,1,86786329,$0.0B,United States,Thailand,01.01.1993
$0.0B,1,86786368,$0.0B,Norway,Brazil,01.01.1993
$0.0B,1,86787148,$0.0B,Canada,Chile,01.01.1993
$0.0B,1,86787187,$0.0B,Canada,India,01.01.1993
$0.0B,1,86787226,$0.0B,Canada,Brazil,01.01.1993
$0.0B,1,86787460,$0.0B,Netherlands,India,01.01.1978
$0.0B,1,86787733,$0.0B,Japan,Thailand,01.01.1993
$0.2B,1,86788162,$0.2B,Japan,Thailand,01.01.1993
$0.0B,1,86789566,$0.0B,Sweden,Latvia,01.01.1992
$0.0B,1,86791321,$0.0B,Belgium,Thailand,01.01.1994
$0.0B,1,86791438,$0.0B,Belgium,India,01.01.1994
$0.0B,1,86792452,$0.0B,Belgium,Thailand,01.01.1994
$0.0B,1,86792569,$0.0B,Switzerland,Colombia,01.01.1979
$0.0B,1,86792803,$0.0B,Japan,Saudi Arabia,01.01.1986
$0.0B,1,86792999,$0.0B,Australia,Thailand,01.01.1986
$0.0B,1,86793273,$0.0B,Denmark,India,01.01.1994
$0.0B,1,86793313,$0.0B,Australia,Thailand,01.01.1983
$0.0B,1,86793859,$0.0B,Australia,India,01.01.1977
$0.1B,1,86793976,$0.1B,United States,India,01.01.1978
$0.0B,1,86794171,$0.0B,Australia,India,01.01.1977
$0.0B,1,86794795,$0.0B,Australia,India,01.01.1973
$0.0B,1,86794834,$0.0B,Australia,Thailand,01.01.1973
$0.0B,1,86795770,$0.0B,Netherlands,Brazil,01.01.1979
$0.0B,1,86796472,$0.0B,Netherlands,Colombia,01.01.1980
$0.0B,1,86797057,$0.0B,United States,India,01.01.1980
$0.0B,1,86798422,$0.0B,Switzerland,India,01.01.1981
$0.0B,1,86799748,$0.0B,Norway,India,01.01.1982
$0.0B,1,86800450,$0.0B,Canada,Colombia,01.01.1982
$0.0B,1,86800528,$0.0B,Canada,Thailand,01.01.1982
$0.0B,1,86800567,$0.0B,Canada,Brazil,01.01.1982
$0.0B,1,86800606,$0.0B,Canada,Chile,01.01.1982
$0.0B,1,86800723,$0.0B,United States,Thailand,01.01.1982
$0.0B,1,86801269,$0.0B,Japan,Chile,01.01.1982
$0.0B,1,86801425,$0.0B,New Zealand,Thailand,01.01.1982
$0.0B,1,86802283,$0.0B,Netherlands,India,01.01.1983
$0.0B,1,86802907,$0.0B,Netherlands,Colombia,01.01.1974
$0.0B,1,86804740,$0.0B,Denmark,India,01.01.1977
$0.0B,1,86805247,$0.0B,Canada,Colombia,01.01.1983
$0.0B,1,86805871,$0.0B,Japan,Thailand,01.01.1983
$0.0B,1,86805949,$0.0B,Australia,India,01.01.1983
$0.0B,1,86806339,$0.0B,Denmark,India,01.01.1976
$0.1B,1,86807509,$0.1B,United States,Colombia,01.01.1974
$0.0B,1,86807782,$0.0B,Canada,India,01.01.1974
$0.0B,1,86808055,$0.0B,United States,Cyprus,01.01.1973
$0.0B,1,86808250,$0.0B,France,India,01.01.1984
$0.1B,1,86808640,$0.1B,Italy,India,01.01.1984
$0.0B,1,86809420,$0.0B,Canada,Thailand,01.01.1984
$0.2B,1,86810278,$0.2B,Japan,Korea,01.01.1984
$0.0B,1,86810317,$0.0B,Japan,Brazil,01.01.1984
$0.0B,1,86811487,$0.0B,Netherlands,India,01.01.1985
$0.0B,1,86812618,$0.0B,United States,Thailand,01.01.1985
$0.0B,1,86812969,$0.0B,United States,India,01.01.1985
$0.0B,1,86813437,$0.0B,Netherlands,Chile,01.01.1990
$0.0B,1,86813515,$0.0B,Japan,Thailand,01.01.1985
$0.0B,1,86813827,$0.0B,Australia,Thailand,01.01.1985
$0.0B,1,86814919,$0.0B,Netherlands,India,01.01.1986
$0.0B,1,86815231,$0.0B,Norway,India,01.01.1986
$0.0B,1,86816518,$0.0B,United States,India,01.01.1986
$0.0B,1,86816596,$0.0B,United States,Thailand,01.01.1986
$0.0B,1,86817688,$0.0B,Norway,Brazil,01.01.1987
$0.0B,1,86817922,$0.0B,Sweden,India,01.01.1987
$0.0B,1,86818275,$0.0B,Japan,Korea,01.01.1987
$0.0B,1,86818509,$0.0B,Canada,Chile,01.01.1987
$0.0B,1,86818548,$0.0B,Canada,Colombia,01.01.1987
$0.0B,1,86818626,$0.0B,Canada,Thailand,01.01.1987
$0.0B,1,86820108,$0.0B,Italy,Brazil,01.01.1991
$0.0B,1,86820927,$0.0B,Sweden,India,01.01.1988
$0.0B,1,86821437,$0.0B,Switzerland,India,01.01.1988
$0.0B,1,86821515,$0.0B,Switzerland,India,01.01.1988
$0.0B,1,86822997,$0.0B,Japan,India,01.01.1988
$0.0B,1,86824871,$0.0B,Sweden,South Africa,01.01.1989
$0.0B,1,86824949,$0.0B,Sweden,Chile,01.01.1989
$0.0B,1,86825654,$0.0B,Switzerland,India,01.01.1989
$0.0B,1,86826044,$0.0B,Sweden,Estonia,01.01.1992
$0.0B,1,86826785,$0.0B,Japan,India,01.01.1989
$0.0B,1,86827565,$0.0B,Denmark,Thailand,01.01.1990
$0.0B,1,86829008,$0.0B,Sweden,South Africa,01.01.1990
$0.0B,1,86829047,$0.0B,Sweden,South Africa,01.01.1990
$0.0B,1,86829788,$0.0B,Finland,India,01.01.1990
$0.0B,1,86833220,$0.0B,Netherlands,India,01.01.1991
$0.0B,1,86833259,$0.0B,Netherlands,India,01.01.1991
$0.0B,1,86833689,$0.0B,Sweden,Chile,01.01.1991
$0.0B,1,86833806,$0.0B,Sweden,India,01.01.1991
$0.0B,1,86833846,$0.0B,Sweden,India,01.01.1991
$0.0B,1,86834588,$0.0B,Netherlands,Brazil,01.01.1993
$0.0B,1,86836694,$0.0B,Italy,Brazil,01.01.1992
$0.0B,1,86837162,$0.0B,Netherlands,India,01.01.1992
$0.0B,1,86837630,$0.0B,Sweden,South Africa,01.01.1992
$0.0B,1,86838336,$0.0B,United Kingdom,South Africa,01.01.1992
$0.0B,1,86838375,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86838726,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86838765,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86838843,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86839780,$0.0B,United States,South Africa,01.01.1992
$0.0B,1,86841581,$0.0B,Italy,Brazil,01.01.1993
$0.0B,1,86841854,$0.0B,Italy,Thailand,01.01.1993
$0.0B,1,86842088,$0.0B,Netherlands,Colombia,01.01.1993
$0.0B,1,86842829,$0.0B,Netherlands,Thailand,01.01.1993
$0.0B,1,86843141,$0.0B,Switzerland,India,01.01.1993
$0.0B,1,86843376,$0.0B,United Kingdom,India,01.01.1993
$0.0B,1,86843415,$0.0B,United Kingdom,India,01.01.1993
$0.0B,1,86843493,$0.0B,United Kingdom,India,01.01.1993
$0.0B,1,86846652,$0.0B,Belgium,India,01.01.1994
$0.0B,1,86847081,$0.0B,Belgium,Brazil,01.01.1994
$0.0B,1,86847120,$0.0B,Belgium,Colombia,01.01.1994
$0.0B,1,86847198,$0.0B,Belgium,Chile,01.01.1994
$0.0B,1,86847354,$0.0B,Denmark,South Africa,01.01.1994
$0.0B,1,86847981,$0.0B,Italy,Korea,01.01.1994
$0.0B,1,86848333,$0.0B,Netherlands,Brazil,01.01.1994
$0.0B,1,86848372,$0.0B,Netherlands,Colombia,01.01.1994
$0.0B,1,86848762,$0.0B,Norway,India,01.01.1994
$0.0B,1,86848919,$0.0B,Norway,South Africa,01.01.1994
$0.0B,1,86849310,$0.0B,Sweden,Chile,01.01.1994
$0.0B,1,86849429,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86849547,$0.0B,Switzerland,India,01.01.1994
$0.0B,1,86851458,$0.0B,United States,South Africa,01.01.1994
$0.0B,1,86853096,$0.0B,Japan,Brazil,01.01.1994
$0.0B,1,86853449,$0.0B,Australia,India,01.01.1994
$0.0B,1,86854815,$0.0B,Sweden,Romania,01.01.1989
$0.1B,1,86854893,$0.1B,Belgium,Poland,01.01.1990
$0.0B,1,86854971,$0.0B,Sweden,Hungary,01.01.1991
$0.0B,1,86855049,$0.0B,United Kingdom,Romania,01.01.1992
$0.0B,1,86855166,$0.0B,Sweden,Romania,01.01.1993
$0.0B,1,86855205,$0.0B,Canada,Romania,01.01.1993
$0.0B,1,86855244,$0.0B,France,Romania,01.01.1994
$0.0B,1,86855322,$0.0B,Sweden,Estonia,01.01.1994
$0.0B,1,86855361,$0.0B,United Kingdom,Poland,01.01.1994
$0.0B,1,86855439,$0.0B,Finland,Latvia,01.01.1994
$0.0B,1,86855478,$0.0B,France,Lithuania,01.01.1994
$0.0B,1,86855556,$0.0B,France,Hungary,01.01.1994
$0.0B,1,86855595,$0.0B,Sweden,Estonia,01.01.1994
$0.0B,1,86856024,$0.0B,Italy,Brazil,01.01.1994
$0.1B,1,86856219,$0.1B,Canada,India,01.01.1981
$0.0B,1,86857663,$0.0B,Norway,South Africa,01.01.1994
$0.0B,1,86857742,$0.0B,United Kingdom,India,01.01.1978
$0.0B,1,86858327,$0.0B,Germany,India,01.01.1975
$0.0B,1,86858561,$0.0B,Germany,Colombia,01.01.1986
$0.0B,1,86859502,$0.0B,Sweden,South Africa,01.01.1991
$0.0B,1,86860325,$0.0B,Sweden,Thailand,01.01.1992
$0.0B,1,86860403,$0.0B,Sweden,South Africa,01.01.1992
$0.0B,1,86860598,$0.0B,Canada,Chile,01.01.1992
$0.0B,1,86860754,$0.0B,Austria,Thailand,01.01.1993
$0.0B,1,86860911,$0.0B,Germany,Thailand,01.01.1993
$0.0B,1,86860950,$0.0B,Germany,Chile,01.01.1993
$0.0B,1,86860989,$0.0B,Sweden,South Africa,01.01.1993
$0.0B,1,86861106,$0.0B,Sweden,India,01.01.1993
$0.0B,1,86861340,$0.0B,Finland,Thailand,01.01.1993
$0.0B,1,86861457,$0.0B,France,Korea,01.01.1994
$0.0B,1,86861886,$0.0B,France,Chile,01.01.1994
$0.0B,1,86862905,$0.0B,United States,Korea,01.01.1975
$0.0B,1,86863256,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86863804,$0.0B,United Kingdom,South Africa,01.01.1994
$0.0B,1,86864038,$0.0B,Japan,Saudi Arabia,01.01.1983
$0.2B,1,86864116,$0.2B,Japan,Korea,01.01.1975
$0.0B,1,86864428,$0.0B,Canada,Thailand,01.01.1994
$0.0B,1,86864662,$0.0B,Canada,Chile,01.01.1975
$0.0B,1,86865598,$0.0B,Canada,South Africa,01.01.1994
$0.0B,1,86866417,$0.0B,United States,India,01.01.1994
$0.3B,1,86867080,$0.3B,Japan,Thailand,01.01.1982
$0.0B,1,86867938,$0.0B,Netherlands,Chile,01.01.1982
$0.0B,1,86868328,$0.0B,Denmark,India,01.01.1979
$0.0B,1,86868445,$0.0B,France,Thailand,01.01.1979
$0.0B,1,86869070,$0.0B,Germany,India,01.01.1979
$0.0B,1,86869620,$0.0B,Australia,Thailand,01.01.1994
$0.0B,1,86870790,$0.0B,Canada,India,01.01.1986
$0.0B,1,86870985,$0.0B,Netherlands,India,01.01.1979
$0.0B,1,86871297,$0.0B,Canada,Brazil,01.01.1985
$0.1B,1,86872389,$0.1B,Italy,India,01.01.1973
$0.0B,1,86872506,$0.0B,Switzerland,India,01.01.1973
$0.0B,1,86873871,$0.0B,France,Brazil,01.01.1980
$0.0B,1,86874534,$0.0B,Canada,India,01.01.1980
$0.0B,1,86875315,$0.0B,Canada,India,01.01.1982
$0.0B,1,86876485,$0.0B,Switzerland,Colombia,01.01.1981
$0.1B,1,86877109,$0.1B,Canada,India,01.01.1981
$0.0B,1,86877226,$0.0B,United States,India,01.01.1981
$0.1B,1,86877733,$0.1B,Japan,India,01.01.1981
$0.0B,1,86877928,$0.0B,Denmark,India,01.01.1982
$0.0B,1,86878552,$0.0B,Netherlands,India,01.01.1982
$0.0B,1,86880385,$0.0B,France,India,01.01.1983
$0.0B,1,86881282,$0.0B,Japan,Korea,01.01.1977
$0.0B,1,86881789,$0.0B,Canada,Colombia,01.01.1974
$0.0B,1,86881906,$0.0B,United States,Colombia,01.01.1974
$0.0B,1,86883622,$0.0B,Australia,India,01.01.1976
$0.0B,1,86884129,$0.0B,Switzerland,India,01.01.1976
$0.0B,1,86886859,$0.0B,Denmark,India,01.01.1974
$0.0B,1,86888224,$0.0B,Switzerland,Thailand,01.01.1984
$0.2B,1,86888380,$0.2B,United Kingdom,India,01.01.1984
$0.0B,1,86888614,$0.0B,Canada,Brazil,01.01.1984
$0.0B,1,86888692,$0.0B,Canada,Thailand,01.01.1984
$0.0B,1,86888731,$0.0B,United States,Thailand,01.01.1984
$0.0B,1,86888887,$0.0B,United States,Cyprus,01.01.1984
$0.0B,1,86889979,$0.0B,France,Cyprus,01.01.1985
$0.0B,1,86890642,$0.0B,Norway,Colombia,01.01.1985
$0.0B,1,86890954,$0.0B,Switzerland,India,01.01.1985
$0.0B,1,86891032,$0.0B,Switzerland,India,01.01.1985
$0.0B,1,86891344,$0.0B,Canada,Thailand,01.01.1985
$0.0B,1,86891695,$0.0B,Canada,Chile,01.01.1985
$0.0B,1,86893294,$0.0B,Denmark,India,01.01.1986
$0.0B,1,86894152,$0.0B,Italy,India,01.01.1986
$0.0B,1,86895166,$0.0B,Canada,Colombia,01.01.1986
$0.0B,1,86897935,$0.0B,Netherlands,Thailand,01.01.1987
$0.0B,1,86898754,$0.0B,United Kingdom,India,01.01.1987
$0.1B,1,86898910,$0.1B,Canada,India,01.01.1987
$0.0B,1,86898949,$0.0B,Canada,Colombia,01.01.1987
$0.0B,1,86899066,$0.0B,Canada,Brazil,01.01.1987
$0.0B,1,86899261,$0.0B,Canada,India,01.01.1987
$0.0B,1,86901328,$0.0B,Netherlands,India,01.01.1988
$0.0B,1,86901681,$0.0B,Sweden,Thailand,01.01.1988
$0.0B,1,86902033,$0.0B,United Kingdom,India,01.01.1988
$0.0B,1,86902267,$0.0B,Finland,India,01.01.1988
$0.0B,1,86902501,$0.0B,Canada,India,01.01.1988
$0.0B,1,86902540,$0.0B,Canada,Colombia,01.01.1988
$0.1B,1,86903749,$0.1B,Japan,Korea,01.01.1988
$0.0B,1,86905349,$0.0B,Italy,Brazil,01.01.1989
$0.0B,1,86905466,$0.0B,Italy,Colombia,01.01.1989
$0.0B,1,86906444,$0.0B,Sweden,Chile,01.01.1989
$0.0B,1,86906602,$0.0B,Sweden,India,01.01.1989
$0.0B,1,86907267,$0.0B,United Kingdom,India,01.01.1989
$0.0B,1,86907774,$0.0B,Canada,Colombia,01.01.1989
$0.0B,1,86907813,$0.0B,Canada,Colombia,01.01.1989
$0.0B,1,86907852,$0.0B,Canada,Colombia,01.01.1989
$0.0B,1,86908671,$0.0B,Japan,Thailand,01.01.1989
$0.0B,1,86909178,$0.0B,Denmark,Chile,01.01.1990
$0.0B,1,86909529,$0.0B,Netherlands,India,01.01.1990
$0.0B,1,86909568,$0.0B,Netherlands,India,01.01.1990
$0.0B,1,86910703,$0.0B,Canada,India,01.01.1990
$0.0B,1,86911211,$0.0B,United States,Korea,01.01.1990
$0.0B,1,86911640,$0.0B,Japan,Chile,01.01.1990
$0.0B,1,86912927,$0.0B,Italy,Chile,01.01.1991
$0.0B,1,86913317,$0.0B,Netherlands,Thailand,01.01.1991
$0.0B,1,86913551,$0.0B,Netherlands,Chile,01.01.1991
$0.0B,1,86913902,$0.0B,Switzerland,India,01.01.1991
$0.0B,1,86916126,$0.0B,Italy,Brazil,01.01.1992
$0.0B,1,86916399,$0.0B,Italy,Brazil,01.01.1992
$0.0B,1,86917023,$0.0B,Netherlands,Brazil,01.01.1992
$0.0B,1,86918354,$0.0B,United Kingdom,Thailand,01.01.1992
$0.0B,1,86918510,$0.0B,United Kingdom,India,01.01.1992
$0.0B,1,86921635,$0.0B,Italy,South Africa,01.01.1993
$0.0B,1,86922571,$0.0B,Netherlands,Brazil,01.01.1993
$0.0B,1,86922922,$0.0B,Norway,India,01.01.1979
$0.0B,1,86924055,$0.0B,United Kingdom,South Africa,01.01.1993
$0.0B,1,86924094,$0.0B,United Kingdom,India,01.01.1993
$0.0B,1,86924484,$0.0B,United States,India,01.01.1993
$0.0B,1,86924679,$0.0B,United States,South Africa,01.01.1993
$0.0B,1,86925069,$0.0B,Japan,Thailand,01.01.1993
$0.0B,1,86925264,$0.0B,Japan,Thailand,01.01.1993
$0.0B,1,86926980,$0.0B,Belgium,Thailand,01.01.1994
$0.0B,1,86927526,$0.0B,Belgium,India,01.01.1994
$0.0B,1,86927565,$0.0B,Belgium,Thailand,01.01.1994
$0.0B,1,86927916,$0.0B,Denmark,South Africa,01.01.1994
$0.0B,1,86928035,$0.0B,Denmark,Thailand,01.01.1994
$0.0B,1,86928075,$0.0B,Denmark,Colombia,01.01.1994
$0.0B,1,86928467,$0.0B,Italy,Colombia,01.01.1994
$0.0B,1,86929754,$0.0B,Netherlands,Chile,01.01.1994
$0.0B,1,86929832,$0.0B,Netherlands,South Africa,01.01.1994
$0.0B,1,86930066,$0.0B,Norway,Chile,01.01.1994
$0.0B,1,86930224,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86930263,$0.0B,Sweden,South Africa,01.01.1994
$0.0B,1,86930421,$0.0B,France,Romania,01.01.1994
$0.0B,1,86930813,$0.0B,Switzerland,South Africa,01.01.1994
$0.0B,1,86930932,$0.0B,Switzerland,Brazil,01.01.1994
$0.0B,1,86931985,$0.0B,Canada,Chile,01.01.1994
$0.0B,1,86933782,$0.0B,Japan,Colombia,01.01.1994
$0.0B,1,86935109,$0.0B,Sweden,Estonia,01.01.1992
$0.0B,1,86935148,$0.0B,Finland,Hungary,01.01.1992
$0.0B,1,86935187,$0.0B,United Kingdom,Romania,01.01.1992
$0.0B,1,86935265,$0.0B,United Kingdom,Latvia,01.01.1992
$0.0B,1,86935304,$0.0B,Norway,India,01.01.1977
$0.0B,1,86935421,$0.0B,United Kingdom,Poland,01.01.1993
$0.0B,1,86935499,$0.0B,Finland,Estonia,01.01.1993
$0.0B,1,86935538,$0.0B,Sweden,Poland,01.01.1993
$0.0B,1,86935577,$0.0B,United Kingdom,Czech Republic,01.01.1993
$0.0B,1,86935655,$0.0B,Sweden,Estonia,01.01.1994
$0.0B,1,86935772,$0.0B,Finland,Estonia,01.01.1994
$0.0B,1,86935811,$0.0B,Sweden,Lithuania,01.01.1994
$0.0B,1,86935850,$0.0B,France,Latvia,01.01.1994
$0.0B,1,86935967,$0.0B,Sweden,Estonia,01.01.1994
$0.0B,1,86936864,$0.0B,Germany,India,01.01.1973
$0.2B,1,86937020,$0.2B,Germany,India,01.01.1984
$0.0B,1,86937332,$0.0B,Germany,Brazil,01.01.1974
$0.2B,1,86937449,$0.2B,Germany,India,01.01.1986
$0.0B,1,86937801,$0.0B,Sweden,India,01.01.1990
$0.0B,1,86937996,$0.0B,Sweden,India,01.01.1990
$0.0B,1,86938035,$0.0B,Sweden,India,01.01.1990
$0.0B,1,86938152,$0.0B,Sweden,India,01.01.1990
$0.0B,1,86938347,$0.0B,Sweden,South Africa,01.01.1991
